timestamp,model,inspection_name,result,score,overall_result,result_image_id
2026-05-20 10:54:00,CV5VS_MODEL,Filter Drier,PASS,0.9199,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:00,CV5VS_MODEL,Hot Gas Valve,PASS,0.5963,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:00,CV5VS_MODEL,Expansion Valve,PASS,0.9230,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:00,CV5VS_MODEL,High Pressure Sensor,PASS,0.9653,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:00,CV5VS_MODEL,Common-Start-Run,PASS,0.7590,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:00,CV5VS_MODEL,Check Valve,PASS,0.7040,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:00,CV5VS_MODEL,Bolt & Washer,FAIL,0.9829,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:00,CV5VS_MODEL,Bolt & Washer,PASS,0.8670,FAIL,20260520_105400_Image_20260513140806715
2026-05-20 10:54:04,CV5VS_MODEL,Filter Drier,PASS,0.9052,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:04,CV5VS_MODEL,Hot Gas Valve,PASS,0.7356,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:04,CV5VS_MODEL,Expansion Valve,PASS,0.9357,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:04,CV5VS_MODEL,High Pressure Sensor,PASS,0.8223,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:04,CV5VS_MODEL,Common-Start-Run,PASS,0.8421,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:04,CV5VS_MODEL,Check Valve,PASS,0.7642,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:04,CV5VS_MODEL,Bolt & Washer,PASS,0.8312,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:04,CV5VS_MODEL,Bolt & Washer,PASS,0.8644,PASS,20260520_105404_Image_20260513140244020
2026-05-20 10:54:08,CV5VS_MODEL,Filter Drier,PASS,0.9306,PASS,20260520_105408_Image_20260512180009155
2026-05-20 10:54:08,CV5VS_MODEL,Hot Gas Valve,PASS,0.9696,PASS,20260520_105408_Image_20260512180009155
2026-05-20 10:54:08,CV5VS_MODEL,Expansion Valve,PASS,0.6547,PASS,20260520_105408_Image_20260512180009155
2026-05-20 10:54:08,CV5VS_MODEL,High Pressure Sensor,PASS,0.9807,PASS,20260520_105408_Image_20260512180009155
2026-05-20 10:54:08,CV5VS_MODEL,Common-Start-Run,PASS,0.9300,PASS,20260520_105408_Image_20260512180009155
2026-05-20 10:54:08,CV5VS_MODEL,Check Valve,PASS,0.8827,PASS,20260520_105408_Image_20260512180009155
2026-05-20 10:54:08,CV5VS_MODEL,Bolt & Washer,PASS,0.9345,PASS,20260520_105408_Image_20260512180009155
2026-05-20 10:54:08,CV5VS_MODEL,Bolt & Washer,PASS,0.9484,PASS,20260520_105408_Image_20260512180009155
2026-05-20 11:05:30,CV5VS_MODEL,Filter Drier,PASS,0.9378,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:05:30,CV5VS_MODEL,Hot Gas Valve,PASS,0.5891,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:05:30,CV5VS_MODEL,Expansion Valve,PASS,0.6649,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:05:30,CV5VS_MODEL,High Pressure Sensor,PASS,0.9294,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:05:30,CV5VS_MODEL,Common-Start-Run,PASS,0.6955,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:05:30,CV5VS_MODEL,Check Valve,PASS,0.7364,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:05:30,CV5VS_MODEL,Bolt & Washer,PASS,0.9781,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:05:30,CV5VS_MODEL,Bolt & Washer,PASS,0.8892,PASS,20260520_110530_Image_20260513135502992
2026-05-20 11:06:50,CV5VS_MODEL,Filter Drier,PASS,0.9321,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:50,CV5VS_MODEL,Hot Gas Valve,PASS,0.7886,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:50,CV5VS_MODEL,Expansion Valve,FAIL,0.9709,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:50,CV5VS_MODEL,High Pressure Sensor,PASS,0.9794,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:50,CV5VS_MODEL,Common-Start-Run,PASS,0.7686,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:50,CV5VS_MODEL,Check Valve,PASS,0.9123,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:50,CV5VS_MODEL,Bolt & Washer,PASS,0.8156,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:50,CV5VS_MODEL,Bolt & Washer,PASS,0.8778,FAIL,20260520_110650_Image_20260513140424999
2026-05-20 11:06:59,CV5VS_MODEL,Filter Drier,PASS,0.9196,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:06:59,CV5VS_MODEL,Hot Gas Valve,PASS,0.5908,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:06:59,CV5VS_MODEL,Expansion Valve,PASS,0.9841,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:06:59,CV5VS_MODEL,High Pressure Sensor,PASS,0.9883,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:06:59,CV5VS_MODEL,Common-Start-Run,PASS,0.7262,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:06:59,CV5VS_MODEL,Check Valve,PASS,0.6783,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:06:59,CV5VS_MODEL,Bolt & Washer,FAIL,0.9564,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:06:59,CV5VS_MODEL,Bolt & Washer,PASS,0.8639,FAIL,20260520_110659_Image_20260513140859900
2026-05-20 11:12:12,CV5VS_MODEL,Filter Drier,PASS,0.9349,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:12,CV5VS_MODEL,Hot Gas Valve,PASS,0.9535,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:12,CV5VS_MODEL,Expansion Valve,PASS,0.9478,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:12,CV5VS_MODEL,High Pressure Sensor,PASS,0.9924,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:12,CV5VS_MODEL,Common-Start-Run,PASS,0.6783,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:12,CV5VS_MODEL,Check Valve,PASS,0.6965,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:12,CV5VS_MODEL,Bolt & Washer,PASS,0.8217,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:12,CV5VS_MODEL,Bolt & Washer,PASS,0.7200,PASS,20260520_111212_Image_20260512175825447
2026-05-20 11:12:20,CV5VS_MODEL,Filter Drier,PASS,0.9746,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:12:20,CV5VS_MODEL,Hot Gas Valve,PASS,0.7883,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:12:20,CV5VS_MODEL,Expansion Valve,PASS,0.7177,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:12:20,CV5VS_MODEL,High Pressure Sensor,PASS,0.8332,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:12:20,CV5VS_MODEL,Common-Start-Run,PASS,0.7755,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:12:20,CV5VS_MODEL,Check Valve,PASS,0.8588,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:12:20,CV5VS_MODEL,Bolt & Washer,PASS,0.8793,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:12:20,CV5VS_MODEL,Bolt & Washer,PASS,0.8609,PASS,20260520_111220_Image_20260512180545549
2026-05-20 11:14:57,CV5VS_MODEL,Filter Drier,PASS,0.9321,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:14:57,CV5VS_MODEL,Hot Gas Valve,PASS,0.7886,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:14:57,CV5VS_MODEL,Expansion Valve,FAIL,0.9709,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:14:57,CV5VS_MODEL,High Pressure Sensor,PASS,0.9794,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:14:57,CV5VS_MODEL,Common-Start-Run,PASS,0.7686,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:14:57,CV5VS_MODEL,Check Valve,PASS,0.9123,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:14:57,CV5VS_MODEL,Bolt & Washer,PASS,0.8156,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:14:57,CV5VS_MODEL,Bolt & Washer,PASS,0.8778,FAIL,20260520_111457_Image_20260513140424999
2026-05-20 11:15:17,CV5VS_MODEL,Filter Drier,PASS,0.9247,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:17,CV5VS_MODEL,Hot Gas Valve,PASS,0.7550,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:17,CV5VS_MODEL,Expansion Valve,PASS,0.5662,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:17,CV5VS_MODEL,High Pressure Sensor,PASS,0.8938,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:17,CV5VS_MODEL,Common-Start-Run,PASS,0.7838,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:17,CV5VS_MODEL,Check Valve,PASS,0.7554,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:17,CV5VS_MODEL,Bolt & Washer,PASS,0.9079,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:17,CV5VS_MODEL,Bolt & Washer,PASS,0.8711,PASS,20260520_111517_Image_20260513135346434
2026-05-20 11:15:24,CV5VS_MODEL,Filter Drier,PASS,0.9213,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:15:24,CV5VS_MODEL,Hot Gas Valve,PASS,0.8329,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:15:24,CV5VS_MODEL,Expansion Valve,PASS,0.9475,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:15:24,CV5VS_MODEL,High Pressure Sensor,PASS,0.7522,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:15:24,CV5VS_MODEL,Common-Start-Run,PASS,0.6446,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:15:24,CV5VS_MODEL,Check Valve,PASS,0.7722,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:15:24,CV5VS_MODEL,Bolt & Washer,PASS,0.8473,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:15:24,CV5VS_MODEL,Bolt & Washer,PASS,0.8803,PASS,20260520_111524_Image_20260513135010956
2026-05-20 11:19:27,CV5VS_MODEL,Filter Drier,FAIL,0.9514,FAIL,20260520_111927_Image_20260513140135568
