timestamp,model,inspection_name,result,score,overall_result,result_image_id
2026-05-23 08:01:15,CV5VS_MODEL,Filter Drier,PASS,0.8992,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:15,CV5VS_MODEL,Hot Gas Valve,PASS,0.9844,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:15,CV5VS_MODEL,Expansion Valve,PASS,0.9399,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:15,CV5VS_MODEL,High Pressure Sensor,PASS,0.9713,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:15,CV5VS_MODEL,Common-Start-Run,PASS,0.9729,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:15,CV5VS_MODEL,Check Valve,PASS,0.9872,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:15,CV5VS_MODEL,Bolt & Washer,PASS,0.8429,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:15,CV5VS_MODEL,Bolt & Washer,PASS,0.8330,PASS,20260523_080115_Image_20260512175311960
2026-05-23 08:01:20,CV5VS_MODEL,Filter Drier,PASS,0.9378,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:20,CV5VS_MODEL,Hot Gas Valve,PASS,0.6420,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:20,CV5VS_MODEL,Expansion Valve,PASS,0.6649,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:20,CV5VS_MODEL,High Pressure Sensor,PASS,0.9294,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:20,CV5VS_MODEL,Common-Start-Run,PASS,0.6955,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:20,CV5VS_MODEL,Check Valve,PASS,0.7364,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:20,CV5VS_MODEL,Bolt & Washer,PASS,0.9782,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:20,CV5VS_MODEL,Bolt & Washer,PASS,0.8892,PASS,20260523_080120_Image_20260513135502992
2026-05-23 08:01:21,CV5VS_MODEL,Filter Drier,PASS,0.9141,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:21,CV5VS_MODEL,Hot Gas Valve,PASS,0.7342,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:21,CV5VS_MODEL,Expansion Valve,PASS,0.5514,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:21,CV5VS_MODEL,High Pressure Sensor,PASS,0.9096,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:21,CV5VS_MODEL,Common-Start-Run,PASS,0.7214,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:21,CV5VS_MODEL,Check Valve,PASS,0.8007,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:21,CV5VS_MODEL,Bolt & Washer,PASS,0.8547,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:21,CV5VS_MODEL,Bolt & Washer,PASS,0.8161,PASS,20260523_080121_Image_20260512180435022
2026-05-23 08:01:39,CV5VS_MODEL,Filter Drier,PASS,0.9254,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,Hot Gas Valve,PASS,0.8008,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,Expansion Valve,FAIL,0.9849,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,High Pressure Sensor,PASS,0.9900,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,Common-Start-Run,PASS,0.7933,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,Check Valve,PASS,0.9109,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,Bolt & Washer,PASS,0.8136,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,Bolt & Washer,PASS,0.8650,FAIL,20260523_080139_Image_20260513140427317
2026-05-23 08:01:39,CV5VS_MODEL,Filter Drier,FAIL,0.9514,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:39,CV5VS_MODEL,Hot Gas Valve,PASS,0.9975,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:39,CV5VS_MODEL,Expansion Valve,PASS,0.6993,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:39,CV5VS_MODEL,High Pressure Sensor,PASS,0.8894,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:39,CV5VS_MODEL,Common-Start-Run,PASS,0.7313,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:39,CV5VS_MODEL,Check Valve,PASS,0.7515,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:39,CV5VS_MODEL,Bolt & Washer,PASS,0.8553,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:39,CV5VS_MODEL,Bolt & Washer,PASS,0.8591,FAIL,20260523_080139_Image_20260513140135568
2026-05-23 08:01:56,CV5VS_MODEL,Filter Drier,PASS,0.9306,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:56,CV5VS_MODEL,Hot Gas Valve,PASS,0.9304,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:56,CV5VS_MODEL,Expansion Valve,PASS,0.6547,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:56,CV5VS_MODEL,High Pressure Sensor,PASS,0.9807,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:56,CV5VS_MODEL,Common-Start-Run,PASS,0.9300,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:56,CV5VS_MODEL,Check Valve,PASS,0.8827,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:56,CV5VS_MODEL,Bolt & Washer,PASS,0.9345,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:56,CV5VS_MODEL,Bolt & Washer,PASS,0.9484,PASS,20260523_080156_Image_20260512180009155
2026-05-23 08:01:59,CV5VS_MODEL,Filter Drier,PASS,0.9494,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:01:59,CV5VS_MODEL,Hot Gas Valve,PASS,0.9739,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:01:59,CV5VS_MODEL,Expansion Valve,PASS,0.9783,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:01:59,CV5VS_MODEL,High Pressure Sensor,PASS,0.9879,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:01:59,CV5VS_MODEL,Common-Start-Run,PASS,0.6772,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:01:59,CV5VS_MODEL,Check Valve,PASS,0.7137,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:01:59,CV5VS_MODEL,Bolt & Washer,PASS,0.8163,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:01:59,CV5VS_MODEL,Bolt & Washer,PASS,0.7236,PASS,20260523_080159_Image_20260512175944547
2026-05-23 08:02:00,CV5VS_MODEL,Filter Drier,PASS,0.9178,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:00,CV5VS_MODEL,Hot Gas Valve,PASS,0.7041,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:00,CV5VS_MODEL,Expansion Valve,PASS,0.6279,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:00,CV5VS_MODEL,High Pressure Sensor,FAIL,0.8396,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:00,CV5VS_MODEL,Common-Start-Run,PASS,0.7777,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:00,CV5VS_MODEL,Check Valve,PASS,0.9552,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:00,CV5VS_MODEL,Bolt & Washer,PASS,0.8263,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:00,CV5VS_MODEL,Bolt & Washer,PASS,0.8757,FAIL,20260523_080200_Image_20260513135141954
2026-05-23 08:02:03,CV5VS_MODEL,Filter Drier,PASS,0.9226,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:03,CV5VS_MODEL,Hot Gas Valve,PASS,0.7271,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:03,CV5VS_MODEL,Expansion Valve,PASS,0.9800,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:03,CV5VS_MODEL,High Pressure Sensor,PASS,0.8257,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:03,CV5VS_MODEL,Common-Start-Run,PASS,0.7496,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:03,CV5VS_MODEL,Check Valve,PASS,0.7490,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:03,CV5VS_MODEL,Bolt & Washer,PASS,0.8382,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:03,CV5VS_MODEL,Bolt & Washer,PASS,0.8541,PASS,20260523_080203_Image_20260512175349512
2026-05-23 08:02:04,CV5VS_MODEL,Filter Drier,PASS,0.9230,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:04,CV5VS_MODEL,Hot Gas Valve,PASS,0.5824,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:04,CV5VS_MODEL,Expansion Valve,PASS,0.9602,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:04,CV5VS_MODEL,High Pressure Sensor,FAIL,0.7889,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:04,CV5VS_MODEL,Common-Start-Run,PASS,0.7285,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:04,CV5VS_MODEL,Check Valve,PASS,0.7328,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:04,CV5VS_MODEL,Bolt & Washer,PASS,0.8245,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:04,CV5VS_MODEL,Bolt & Washer,PASS,0.8829,FAIL,20260523_080204_Image_20260512180801274
2026-05-23 08:02:06,CV5VS_MODEL,Filter Drier,PASS,0.9349,PASS,20260523_080206_Image_20260512175825447
2026-05-23 08:02:06,CV5VS_MODEL,Hot Gas Valve,PASS,0.9492,PASS,20260523_080206_Image_20260512175825447
2026-05-23 08:02:06,CV5VS_MODEL,Expansion Valve,PASS,0.9478,PASS,20260523_080206_Image_20260512175825447
2026-05-23 08:02:06,CV5VS_MODEL,High Pressure Sensor,PASS,0.9924,PASS,20260523_080206_Image_20260512175825447
2026-05-23 08:02:06,CV5VS_MODEL,Common-Start-Run,PASS,0.6783,PASS,20260523_080206_Image_20260512175825447
