timestamp,model,inspection_name,result,score,overall_result,result_image_id
2026-05-15 08:00:00,CV5VS_MODEL,Filter Drier,PASS,0.9447,PASS,20260515_080000
2026-05-15 08:00:00,CV5VS_MODEL,Hot Gas Valve,PASS,0.7897,PASS,20260515_080000
2026-05-15 08:00:00,CV5VS_MODEL,Expansion Valve,PASS,0.8580,PASS,20260515_080000
2026-05-15 08:00:00,CV5VS_MODEL,High Pressure Sensor,PASS,0.8097,PASS,20260515_080000
2026-05-15 08:00:00,CV5VS_MODEL,Common-Start-Run,PASS,0.7555,PASS,20260515_080000
2026-05-15 08:00:00,CV5VS_MODEL,Check Valve,PASS,0.8289,PASS,20260515_080000
2026-05-15 08:00:00,CV5VS_MODEL,Bolt & Washer,PASS,0.9037,PASS,20260515_080000
2026-05-15 08:00:00,CV5VS_MODEL,Bolt & Washer,PASS,0.7859,PASS,20260515_080000
2026-05-15 08:01:30,CV5VS_MODEL,Filter Drier,PASS,0.9423,PASS,20260515_080130
2026-05-15 08:01:30,CV5VS_MODEL,Hot Gas Valve,PASS,0.8123,PASS,20260515_080130
2026-05-15 08:01:30,CV5VS_MODEL,Expansion Valve,PASS,0.8598,PASS,20260515_080130
2026-05-15 08:01:30,CV5VS_MODEL,High Pressure Sensor,PASS,0.8565,PASS,20260515_080130
2026-05-15 08:01:30,CV5VS_MODEL,Common-Start-Run,PASS,0.8076,PASS,20260515_080130
2026-05-15 08:01:30,CV5VS_MODEL,Check Valve,PASS,0.7641,PASS,20260515_080130
2026-05-15 08:01:30,CV5VS_MODEL,Bolt & Washer,PASS,0.8746,PASS,20260515_080130
2026-05-15 08:01:30,CV5VS_MODEL,Bolt & Washer,PASS,0.8647,PASS,20260515_080130
2026-05-15 08:03:00,CV5VS_MODEL,Filter Drier,PASS,0.9900,PASS,20260515_080300
2026-05-15 08:03:00,CV5VS_MODEL,Hot Gas Valve,PASS,0.8077,PASS,20260515_080300
2026-05-15 08:03:00,CV5VS_MODEL,Expansion Valve,PASS,0.9275,PASS,20260515_080300
