timestamp,model,inspection_name,result,score,overall_result,result_image_id
2026-05-21 16:19:06,CV5VS_MODEL,Filter Drier,PASS,0.9011,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:06,CV5VS_MODEL,Hot Gas Valve,PASS,0.5853,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:06,CV5VS_MODEL,Expansion Valve,PASS,0.9705,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:06,CV5VS_MODEL,High Pressure Sensor,PASS,0.9671,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:06,CV5VS_MODEL,Common-Start-Run,PASS,0.7386,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:06,CV5VS_MODEL,Check Valve,PASS,0.6936,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:06,CV5VS_MODEL,Bolt & Washer,FAIL,0.9762,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:06,CV5VS_MODEL,Bolt & Washer,PASS,0.8635,FAIL,20260521_161906_Image_20260513140809434
2026-05-21 16:19:08,test,test,NO_MATCH,,FAIL,20260521_161908_Image_20260512180711478
2026-05-21 16:25:10,test,test,NO_MATCH,,FAIL,20260521_162510_Image_20260513140129380
2026-05-21 16:46:31,test,test,PASS,0.7636,PASS,20260521_164631_20260521_164631_10035
2026-05-21 16:46:31,test,test,PASS,0.7639,PASS,20260521_164631_20260521_164631_22342
2026-05-21 16:46:31,test,test,PASS,0.7637,PASS,20260521_164631_20260521_164631_35146
2026-05-21 16:46:31,test,test,PASS,0.7640,PASS,20260521_164631_20260521_164631_47802
2026-05-21 16:46:31,test,test,PASS,0.7640,PASS,20260521_164631_20260521_164631_60553
2026-05-21 16:46:31,test,test,PASS,0.7639,PASS,20260521_164631_20260521_164631_73256
2026-05-21 16:46:31,test,test,PASS,0.7639,PASS,20260521_164631_20260521_164631_86011
2026-05-21 16:46:32,test,test,PASS,0.7643,PASS,20260521_164632_20260521_164631_98745
2026-05-21 16:46:32,test,test,PASS,0.7642,PASS,20260521_164632_20260521_164632_11496
2026-05-21 16:46:32,test,test,PASS,0.7645,PASS,20260521_164632_20260521_164632_40818
2026-05-21 16:46:32,test,test,PASS,0.7644,PASS,20260521_164632_20260521_164632_49729
2026-05-21 16:46:32,test,test,PASS,0.7640,PASS,20260521_164632_20260521_164632_62457
2026-05-21 16:46:32,test,test,PASS,0.7643,PASS,20260521_164632_20260521_164632_75155
2026-05-21 16:46:32,test,test,PASS,0.7645,PASS,20260521_164632_20260521_164632_87914
2026-05-21 16:46:33,test,test,PASS,0.7641,PASS,20260521_164633_20260521_164633_00622
2026-05-21 16:46:33,test,test,PASS,0.7643,PASS,20260521_164633_20260521_164633_13375
2026-05-21 16:46:33,test,test,PASS,0.7641,PASS,20260521_164633_20260521_164633_25995
2026-05-21 16:46:33,test,test,PASS,0.7642,PASS,20260521_164633_20260521_164633_38752
2026-05-21 16:46:33,test,test,PASS,0.7642,PASS,20260521_164633_20260521_164633_51506
2026-05-21 16:46:33,test,test,PASS,0.7642,PASS,20260521_164633_20260521_164633_64213
2026-05-21 16:46:33,test,test,PASS,0.7641,PASS,20260521_164633_20260521_164633_77016
2026-05-21 16:46:33,test,test,PASS,0.7644,PASS,20260521_164633_20260521_164633_89667
2026-05-21 16:46:34,test,test,PASS,0.7644,PASS,20260521_164634_20260521_164634_02426
2026-05-21 16:46:34,test,test,PASS,0.7643,PASS,20260521_164634_20260521_164634_15167
2026-05-21 16:46:34,test,test,PASS,0.7643,PASS,20260521_164634_20260521_164634_27888
2026-05-21 16:46:34,test,test,PASS,0.7645,PASS,20260521_164634_20260521_164634_40629
2026-05-21 16:46:34,test,test,PASS,0.7641,PASS,20260521_164634_20260521_164634_53382
2026-05-21 16:46:34,test,test,PASS,0.7639,PASS,20260521_164634_20260521_164634_66098
2026-05-21 16:46:34,test,test,PASS,0.7645,PASS,20260521_164634_20260521_164634_78751
2026-05-21 16:46:34,test,test,PASS,0.7643,PASS,20260521_164634_20260521_164634_91606
2026-05-21 16:46:35,test,test,PASS,0.7643,PASS,20260521_164635_20260521_164635_04237
2026-05-21 16:46:35,test,test,PASS,0.7641,PASS,20260521_164635_20260521_164635_16974
2026-05-21 16:46:35,test,test,PASS,0.7641,PASS,20260521_164635_20260521_164635_29830
2026-05-21 16:46:35,test,test,PASS,0.7639,PASS,20260521_164635_20260521_164635_42453
2026-05-21 16:46:35,test,test,PASS,0.7643,PASS,20260521_164635_20260521_164635_55201
2026-05-21 16:46:35,test,test,PASS,0.7639,PASS,20260521_164635_20260521_164635_67921
2026-05-21 16:46:35,test,test,PASS,0.7644,PASS,20260521_164635_20260521_164635_80675
2026-05-21 16:46:35,test,test,PASS,0.7645,PASS,20260521_164635_20260521_164635_93363
2026-05-21 16:46:36,test,test,PASS,0.7642,PASS,20260521_164636_20260521_164636_06117
2026-05-21 16:46:36,test,test,PASS,0.7639,PASS,20260521_164636_20260521_164636_18839
2026-05-21 16:46:36,test,test,PASS,0.7639,PASS,20260521_164636_20260521_164636_31590
2026-05-21 16:47:38,test,test,PASS,0.7650,PASS,20260521_164738_20260521_164738_56014
2026-05-21 16:47:42,test,test,NO_MATCH,,FAIL,20260521_164742_20260521_164742_25200
2026-05-21 16:47:44,test,test,PASS,0.7631,PASS,20260521_164744_20260521_164744_28910
