timestamp,model,inspection_name,result,score,overall_result,result_image_id
2026-05-26 14:21:16,CV5VS_MODEL,Filter Drier,PASS,0.9457,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:21:16,CV5VS_MODEL,Hot Gas Valve,PASS,0.6024,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:21:16,CV5VS_MODEL,Expansion Valve,PASS,0.5774,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:21:16,CV5VS_MODEL,High Pressure Sensor,PASS,0.7039,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:21:16,CV5VS_MODEL,Common-Start-Run,PASS,0.6759,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:21:16,CV5VS_MODEL,Check Valve,PASS,0.6910,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:21:16,CV5VS_MODEL,Bolt & Washer,PASS,0.8393,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:21:16,CV5VS_MODEL,Bolt & Washer,PASS,0.8440,PASS,20260526_142116_20260526_142115_77939
2026-05-26 14:27:03,CV5VS_MODEL,Filter Drier,PASS,0.9300,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:27:03,CV5VS_MODEL,Hot Gas Valve,PASS,0.6479,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:27:03,CV5VS_MODEL,Expansion Valve,PASS,0.6620,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:27:03,CV5VS_MODEL,High Pressure Sensor,PASS,0.7639,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:27:03,CV5VS_MODEL,Common-Start-Run,PASS,0.7280,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:27:03,CV5VS_MODEL,Check Valve,PASS,0.7719,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:27:03,CV5VS_MODEL,Bolt & Washer,PASS,0.8546,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:27:03,CV5VS_MODEL,Bolt & Washer,PASS,0.8566,PASS,20260526_142703_20260526_142703_07122
2026-05-26 14:33:34,CV5VS_MODEL,Filter Drier,PASS,0.9147,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:33:34,CV5VS_MODEL,Hot Gas Valve,PASS,0.7247,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:33:34,CV5VS_MODEL,Expansion Valve,PASS,0.5087,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:33:34,CV5VS_MODEL,High Pressure Sensor,PASS,0.7796,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:33:34,CV5VS_MODEL,Common-Start-Run,PASS,0.7693,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:33:34,CV5VS_MODEL,Check Valve,PASS,0.6989,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:33:34,CV5VS_MODEL,Bolt & Washer,PASS,0.8725,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:33:34,CV5VS_MODEL,Bolt & Washer,PASS,0.8607,PASS,20260526_143334_20260526_143334_59348
2026-05-26 14:34:44,CV5VS_MODEL,Filter Drier,PASS,0.7305,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:34:44,CV5VS_MODEL,Hot Gas Valve,PASS,0.7283,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:34:44,CV5VS_MODEL,Expansion Valve,PASS,0.6857,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:34:44,CV5VS_MODEL,High Pressure Sensor,PASS,0.8056,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:34:44,CV5VS_MODEL,Common-Start-Run,PASS,0.6894,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:34:44,CV5VS_MODEL,Check Valve,PASS,0.8561,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:34:44,CV5VS_MODEL,Bolt & Washer,PASS,0.8438,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:34:44,CV5VS_MODEL,Bolt & Washer,PASS,0.8638,PASS,20260526_143444_20260526_143444_36059
2026-05-26 14:36:59,CV5VS_MODEL,Filter Drier,PASS,0.8988,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:36:59,CV5VS_MODEL,Hot Gas Valve,PASS,0.6033,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:36:59,CV5VS_MODEL,Expansion Valve,PASS,0.5909,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:36:59,CV5VS_MODEL,High Pressure Sensor,PASS,0.7762,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:36:59,CV5VS_MODEL,Common-Start-Run,PASS,0.7508,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:36:59,CV5VS_MODEL,Check Valve,PASS,0.7533,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:36:59,CV5VS_MODEL,Bolt & Washer,PASS,0.8282,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:36:59,CV5VS_MODEL,Bolt & Washer,PASS,0.8788,PASS,20260526_143659_20260526_143659_11868
2026-05-26 14:38:30,CV5VS_MODEL,Filter Drier,PASS,0.9069,FAIL,20260526_143830_20260526_143829_91858
