timestamp,model,inspection_name,result,score,overall_result,result_image_id
2026-05-13 08:00:00,CV5VS_MODEL,Filter Drier,PASS,0.9414,PASS,20260513_080000
2026-05-13 08:00:00,CV5VS_MODEL,Hot Gas Valve,PASS,0.7041,PASS,20260513_080000
2026-05-13 08:00:00,CV5VS_MODEL,Expansion Valve,PASS,0.9311,PASS,20260513_080000
2026-05-13 08:00:00,CV5VS_MODEL,High Pressure Sensor,PASS,0.8495,PASS,20260513_080000
2026-05-13 08:00:00,CV5VS_MODEL,Common-Start-Run,PASS,0.8181,PASS,20260513_080000
2026-05-13 08:00:00,CV5VS_MODEL,Check Valve,PASS,0.8995,PASS,20260513_080000
2026-05-13 08:00:00,CV5VS_MODEL,Bolt & Washer,PASS,0.8861,PASS,20260513_080000
2026-05-13 08:00:00,CV5VS_MODEL,Bolt & Washer,PASS,0.8590,PASS,20260513_080000
2026-05-13 08:01:30,CV5VS_MODEL,Filter Drier,PASS,0.9798,PASS,20260513_080130
2026-05-13 08:01:30,CV5VS_MODEL,Hot Gas Valve,PASS,0.7909,PASS,20260513_080130
2026-05-13 08:01:30,CV5VS_MODEL,Expansion Valve,PASS,0.8684,PASS,20260513_080130
2026-05-13 08:01:30,CV5VS_MODEL,High Pressure Sensor,PASS,0.8280,PASS,20260513_080130
2026-05-13 08:01:30,CV5VS_MODEL,Common-Start-Run,PASS,0.6940,PASS,20260513_080130
2026-05-13 08:01:30,CV5VS_MODEL,Check Valve,PASS,0.9101,PASS,20260513_080130
2026-05-13 08:01:30,CV5VS_MODEL,Bolt & Washer,PASS,0.9063,PASS,20260513_080130
2026-05-13 08:01:30,CV5VS_MODEL,Bolt & Washer,PASS,0.8536,PASS,20260513_080130
2026-05-13 08:03:00,CV5VS_MODEL,Filter Drier,PASS,0.9610,PASS,20260513_080300
2026-05-13 08:03:00,CV5VS_MODEL,Hot Gas Valve,PASS,0.9148,PASS,20260513_080300
2026-05-13 08:03:00,CV5VS_MODEL,Expansion Valve,PASS,0.9284,PASS,20260513_080300
2026-05-13 08:03:00,CV5VS_MODEL,High Pressure Sensor,PASS,0.8876,PASS,20260513_080300
